account_id,date,account_status,overdraft_balance,overdraft_limit,in_financial_difficulties_flag,total_value_transactions_made
3369108710081431541,2020-06-30,OPEN,369.15,500,0,1375.1
1228649730491977773,2020-06-30,OPEN,411.99,500,0,328.63
6324995360613692651,2020-06-30,OPEN,449.45,500,0,1469.19
-7022310955297214094,2020-06-30,OPEN,487.82,500,0,925.82
-7047376476793381052,2020-06-30,OPEN,342.29,500,0,465.72
-4342545210502273328,2020-06-30,OPEN,465.05,500,0,13.65
117577285301004112,2020-06-30,OPEN,483.92,500,0,13.92
-336045275663104644,2020-06-30,OPEN,437.28,500,0,1402.83
-4417973678434325329,2020-06-30,OPEN,384.71,500,0,3959.46
-8911098838035364044,2020-06-30,OPEN,485.01,500,0,1979.39
-8743280663199804533,2020-06-30,OPEN,64.9,500,0,138.82
1017732199067046488,2020-06-30,OPEN,398.96,500,0,4690.4
897864531957512574,2020-06-30,OPEN,499.79,500,0,1731.06
7597418877988948849,2020-06-30,OPEN,31.21,500,0,302.82
-3861676241525467805,2020-06-30,OPEN,82.67,500,0,826.18
2932904431936875346,2020-06-30,OPEN,131.07,500,0,1047.33
-4412237743880457766,2020-06-30,OPEN,92.15,500,0,1752.84
8878556294683529965,2020-06-30,OPEN,259.76,500,0,1592.1
8062989416572364535,2020-06-30,OPEN,215.29,500,0,4148.58
-6126764525342642117,2020-06-30,OPEN,496.06,500,0,10.66
-869410595222275161,2020-06-30,OPEN,313.91,500,0,1748.05
-6998720859233621321,2020-06-30,OPEN,388.69,500,0,1526.81
-8965136079063872063,2020-06-30,OPEN,287.73,500,0,980.21
5904913920267371048,2020-06-30,OPEN,96.59,500,0,1588.99
9191428884047254020,2020-06-30,OPEN,164.76,500,0,1247.36
-4058888720668274900,2020-06-30,OPEN,260.91,500,0,1144.82
-7513569011494249693,2020-06-30,OPEN,322.36,500,0,32.64
9065124211792417813,2020-06-30,OPEN,228.81,500,0,286.27
5046454406573562719,2020-06-30,OPEN,401.03,500,0,2769.95
-4391929081364735551,2020-06-30,OPEN,460.88,500,0,132.96
-6479316919888936555,2020-06-30,OPEN,497.69,500,0,116.12
4964666724548422325,2020-06-30,OPEN,487.09,500,0,13.44
-5448167712853724098,2020-06-30,OPEN,44.5,500,0,108.8
-725386275608508643,2020-06-30,OPEN,128.44,500,0,1032.39
3752012190990740071,2020-06-30,OPEN,482.08,500,0,51.8
-7678447126589601582,2020-06-30,OPEN,498.88,500,0,93.76
-6041276967664787797,2020-06-30,OPEN,485.23,500,0,1041.03
-2893094475140341823,2020-06-30,OPEN,422.34,500,0,1287.81
3411806168024645502,2020-06-30,OPEN,195.91,500,0,1656.04
-4503976566570028486,2020-06-30,OPEN,110.43,500,0,968.59
7027233699004264236,2020-06-30,OPEN,493.82,500,0,90.14
1643170390423394040,2020-06-30,OPEN,484.87,500,0,1478.13
3673810932555404799,2020-06-30,OPEN,151.68,500,0,122.56
-3776202155847253978,2020-06-30,OPEN,404.12,500,0,205.62
8530282905336868070,2020-06-30,OPEN,478.96,500,0,1606.27
-8202160443193752847,2020-06-30,OPEN,294.27,500,0,1942.2
-436059679884139236,2020-06-30,OPEN,453.22,500,0,2570.26
-5833622792759005542,2020-06-30,OPEN,495.14,500,0,4954.94
-4885207595119043936,2020-06-30,OPEN,101.6,500,0,167.14
9175207251979238471,2020-06-30,OPEN,288.62,500,0,866.76
-8026921812353950328,2020-06-30,OPEN,494.31,500,0,297.9
-3873026975374902026,2020-06-30,OPEN,181.68,500,0,3809.76
4088658249089767512,2020-06-30,OPEN,58.63,500,0,414.78
-2729867294022493102,2020-06-30,OPEN,430.6,500,0,41.27
3783022992187442222,2020-06-30,OPEN,68.13,500,0,1784.8
83437286527809711,2020-06-30,OPEN,228.35,500,0,3291.62
8665904323958283232,2020-06-30,OPEN,391.13,500,0,176.86
-2667922322676505550,2020-06-30,OPEN,463.55,500,0,13.84
3892821400777794778,2020-06-30,OPEN,499.87,500,0,14.23
898556020913621120,2020-06-30,OPEN,478.13,500,0,1903.78
1893451366259539627,2020-06-30,OPEN,91.46,500,0,2443.61
5182252377910284604,2020-06-30,OPEN,82,500,0,133.92
8881207177863901412,2020-06-30,OPEN,111.34,500,0,1831.63
5518389567229653467,2020-06-30,OPEN,373.23,500,0,1221.92
-5959091963789054917,2020-06-30,OPEN,497.69,500,0,588.79
7918347062016189225,2020-06-30,OPEN,498.02,500,0,143.77
-2452547672434831549,2020-06-30,OPEN,448.3,500,0,1885.66
-2461743051847260145,2020-06-30,OPEN,227.46,500,0,1063.05
-5225926662758871986,2020-06-30,OPEN,499.16,500,0,227.26
-2456387594040642203,2020-06-30,OPEN,498.73,500,0,14.17
8628063157797491112,2020-06-30,OPEN,65.31,500,0,67.74
-8333594558123335683,2020-06-30,OPEN,211.27,500,0,4873.53
2840180304634983869,2020-06-30,OPEN,464.91,500,0,12.82
-3234688518262615795,2020-06-30,OPEN,481.95,500,0,64.37
9073048921213913305,2020-06-30,OPEN,478.34,500,0,498.81
3878084985481142655,2020-06-30,OPEN,476.97,500,0,13.95
6929147734013987661,2020-06-30,OPEN,483.19,500,0,16.95
-646890807224935199,2020-06-30,OPEN,389.12,500,0,2438.76
-7581747717820772710,2020-06-30,OPEN,427.62,500,0,1923.79
-8491061521390189982,2020-06-30,OPEN,405.04,500,0,624.82
5166738300508977603,2020-06-30,OPEN,30.32,500,0,1283.46
-107969646149648278,2020-06-30,OPEN,79.66,500,0,945.46
7362247908568969812,2020-06-30,OPEN,396.42,500,0,1836.74
-6196465154570417577,2020-06-30,OPEN,352.47,500,0,863.33
3339718814564905637,2020-06-30,OPEN,467.18,500,0,102.58
-951178097544518806,2020-06-30,OPEN,499.38,500,0,1377.56
-7848705597096547387,2020-06-30,OPEN,228.51,500,0,2200.34
5103196175270198937,2020-06-30,OPEN,490.81,500,0,1931.55
-4703438739928252562,2020-06-30,OPEN,389.66,500,0,712.16
-661484112149421297,2020-06-30,OPEN,485.34,500,0,5.92
1848969938452921920,2020-06-30,OPEN,498.88,500,0,14.1
-3955508149597613507,2020-06-30,OPEN,247.09,500,0,328.34
5360435580096723354,2020-06-30,OPEN,499.95,500,0,69.61
5493995216247927128,2020-06-30,OPEN,458.73,500,0,13.57
-7498046741807802769,2020-06-30,OPEN,31.09,500,0,247.35
4429781419839150060,2020-06-30,OPEN,391.75,500,0,3313.53
-2675475993051036130,2020-06-30,OPEN,246.71,500,0,1730.76
682220619087738306,2020-06-30,OPEN,450.56,500,0,288.03
-1706714040168168742,2020-06-30,OPEN,221.59,500,0,382.57
3072757907364777487,2020-06-30,OPEN,489.78,500,0,14.89
157386691044112484,2020-06-30,OPEN,498.22,500,0,40.06
-4524152807203461876,2020-06-30,OPEN,465.56,500,0,1769.35
7296287293838677964,2020-06-30,OPEN,489.39,500,0,640.8
-1403673279427986064,2020-06-30,OPEN,431.33,500,0,69.76
-2727989535367373689,2020-06-30,OPEN,494.38,500,0,95.21
2876302861806030229,2020-06-30,OPEN,231.48,500,0,261.73
7285826337344126768,2020-06-30,OPEN,469.82,500,0,5170.23
5926623467912101436,2020-06-30,OPEN,467.68,500,0,371.5
3110693969063028645,2020-06-30,OPEN,485.71,500,0,95.93
-2819153468439959712,2020-06-30,OPEN,484.63,500,0,197.91
58077358583278996,2020-06-30,OPEN,135.69,500,0,1159.31
-3264993590440466383,2020-06-30,OPEN,404.57,500,0,621.02
-5956921125395718849,2020-06-30,OPEN,437.16,500,0,2113.32
7704924939223686492,2020-06-30,OPEN,390.46,500,0,68.04
4958010737247496462,2020-06-30,OPEN,43.55,500,0,1358.68
-2970287142201880055,2020-06-30,OPEN,503.82,500,0,5785.94
-6525279871955937675,2020-06-30,OPEN,498.16,500,0,217.16
7449575222537623611,2020-06-30,OPEN,396.36,500,0,1693.04
9171774931888364683,2020-06-30,OPEN,56.45,500,0,85.46
8859373612385343294,2020-06-30,OPEN,454.17,500,0,1073.93
2112642738961633388,2020-06-30,OPEN,446.49,500,0,4330.66
-3490097671196893265,2020-06-30,OPEN,226.62,500,0,232.38
-7809929835173926632,2020-06-30,OPEN,499.02,500,0,0.46
-5001997917797377434,2020-06-30,OPEN,497.61,500,0,8.33
-1648318010132862063,2020-06-30,OPEN,508,500,0,43.1
-448352316499374795,2020-06-30,OPEN,498.97,500,0,262.06
6432463649353808047,2020-06-30,OPEN,108.98,500,0,695.92
801557742531358358,2020-06-30,OPEN,458.52,500,0,143.76
-552863943221235104,2020-06-30,OPEN,39.56,500,0,1360.75
-4964731156707536200,2020-06-30,OPEN,90.92,500,0,1448.91
2347050829516899147,2020-06-30,OPEN,499.45,500,0,17.36
2870864159702607306,2020-06-30,OPEN,471.77,500,0,193.17
-7603587148055654582,2020-06-30,OPEN,445.85,500,0,280.71
-5048686242433793149,2020-06-30,OPEN,472.54,500,0,997.73
-8725789039913335756,2020-06-30,OPEN,444.05,500,0,54.72
-40045013321399702,2020-06-30,OPEN,397.2,500,0,4883.85
-2250520613179504159,2020-06-30,OPEN,482.86,500,0,23.03
-7566151189444496093,2020-06-30,OPEN,422.73,500,0,136.53
5644778424464116636,2020-06-30,OPEN,400.13,500,0,411.03
1494837948569105263,2020-06-30,OPEN,145.45,500,0,6.74
-2133562570767461135,2020-06-30,OPEN,463.02,500,0,492
-5520486333365627139,2020-06-30,OPEN,201.95,500,0,2971.36
7986061427494229669,2020-06-30,OPEN,364.49,500,0,9.52
-5842271148692724747,2020-06-30,OPEN,247.83,500,0,1672.46
8905557493086861360,2020-06-30,OPEN,486.22,500,0,3750.99
4462323034647986351,2020-06-30,OPEN,264.88,500,0,232.74
-4887598897104020774,2020-06-30,OPEN,472.75,500,0,13.04
-4579271458511148944,2020-06-30,OPEN,494.1,500,0,507.36
7516990336021079945,2020-06-30,OPEN,402.66,500,0,563
9149836720949298368,2020-06-30,OPEN,102.55,500,0,1335.3
8713526903155908003,2020-06-30,OPEN,491.87,500,0,1882.89
1870697167446594065,2020-06-30,OPEN,105.61,500,0,1684.88
-7011085798499456934,2020-06-30,OPEN,278.91,500,0,4603.66
-425169665364988126,2020-06-30,OPEN,443.99,500,0,1539.24
7368911256813498734,2020-06-30,OPEN,493.88,500,0,54.56
4912888026796553000,2020-06-30,OPEN,479.5,500,0,589.42
9070807298177043246,2020-06-30,OPEN,499.73,500,0,20.45
7624638898830345942,2020-06-30,OPEN,345.15,500,0,1189.76
6254370841963964224,2020-06-30,OPEN,473.63,500,0,13.15
263610184301733990,2020-06-30,OPEN,454.49,500,0,249.87
-3039178641450009410,2020-06-30,OPEN,461.66,500,0,13.73
1126222962949597344,2020-06-30,OPEN,478.9,500,0,158.14
-8147808404108701168,2020-06-30,OPEN,208.54,500,0,2372.34
-401165504018342831,2020-06-30,OPEN,444.45,500,0,94.86
8122489786415417595,2020-06-30,OPEN,458.44,500,0,12.82
2281301739042090448,2020-06-30,OPEN,159.71,500,0,2880.36
6938019219686868151,2020-06-30,OPEN,499.86,500,0,602.19
-623193221931564945,2020-06-30,OPEN,69.92,500,0,8205.36
-149706297207708327,2020-06-30,OPEN,478.16,500,0,351.93
-7951797816126250797,2020-06-30,OPEN,485.56,500,0,1167.04
-289267638162143600,2020-06-30,OPEN,119.64,500,0,52.84
-9140625793607455805,2020-06-30,OPEN,53.57,500,0,237.9
1951577151753542691,2020-06-30,OPEN,316.09,500,0,478.01
4520153007938588240,2020-06-30,OPEN,404.62,500,0,1107.14
7823936202799473121,2020-06-30,OPEN,499.54,500,0,76.41
8816249980425131194,2020-06-30,OPEN,434.07,500,0,4034.45
-3391922445825321518,2020-06-30,OPEN,497.69,500,0,96.91
-2469547431676373189,2020-06-30,OPEN,463.36,500,0,3314.24
6485248706245630633,2020-06-30,OPEN,497.26,500,0,263.77
-4397873538442535913,2020-06-30,OPEN,447.7,500,0,863.14
-4348097648453294965,2020-06-30,OPEN,481.55,500,0,23.9
3946671625260448939,2020-06-30,OPEN,439.27,500,0,401.96
-1214324903234140529,2020-06-30,OPEN,498.2,500,0,14.15
6850125316954951600,2020-06-30,OPEN,34.5,500,0,407.58
3453511922805449826,2020-06-30,OPEN,487.89,500,0,13.83
4198220346447271580,2020-06-30,OPEN,60.86,500,0,64.53
1952965304642587411,2020-06-30,OPEN,59.66,500,0,2460.44
567829844190261981,2020-06-30,OPEN,486.84,500,0,14.12
-709672935487974960,2020-06-30,OPEN,475.48,500,0,14.12
-1874406982848139242,2020-06-30,OPEN,498.89,500,0,292.49
2699720304583625341,2020-06-30,OPEN,140.84,500,0,508.19
3658144766839903648,2020-06-30,OPEN,499.67,500,0,15.43
401066917156881684,2020-06-30,OPEN,481,500,0,14.05
-1290339529735354977,2020-06-30,OPEN,92.97,500,0,0.91
3766376046549835111,2020-06-30,OPEN,474.88,500,0,382.91
6017409211173291885,2020-06-30,OPEN,494.24,500,0,0.46
8776431277332541289,2020-06-30,OPEN,365.26,500,0,107.38
2262479747544729256,2020-06-30,OPEN,233.23,500,0,4077.05
-5434720980442120560,2020-06-30,OPEN,431.51,500,0,984.77
2374951963351733225,2020-06-30,OPEN,475.54,500,0,13.53
594600199468992993,2020-06-30,OPEN,353.63,500,0,491.14
4978526966594284967,2020-06-30,OPEN,490.15,500,0,553.2
4603524873059312940,2020-06-30,OPEN,72.16,500,0,918.61
8226881416063116338,2020-06-30,OPEN,499.16,500,0,1159.44
-7749933741715613975,2020-06-30,OPEN,251.72,500,0,364.49
3596332138605127599,2020-06-30,OPEN,370.07,500,0,37.44
-3330854295486603928,2020-06-30,OPEN,498.29,500,0,14.29
-8388391230756621052,2020-06-30,OPEN,55.86,500,0,106.02
5039525725823157796,2020-06-30,OPEN,488.46,500,0,2373.87
395510212704422015,2020-06-30,OPEN,112.84,500,0,505.08
2564196728369960146,2020-06-30,OPEN,235.5,500,0,13.39
2429047064504642618,2020-06-30,OPEN,489.82,500,0,310.93
3793795724102293939,2020-06-30,OPEN,475.1,500,0,13.72
2714016082724654154,2020-06-30,OPEN,31.26,500,0,231.34
4416131411334617880,2020-06-30,OPEN,487.91,500,0,14.16
5134878107359747424,2020-06-30,OPEN,481.88,500,0,7.06
-690004790697735663,2020-06-30,OPEN,339.71,500,0,832.17
-5741304682230186094,2020-06-30,OPEN,484.28,500,0,156.24
-2177484707408194079,2020-06-30,OPEN,492.37,500,0,570.95
8062322496674728268,2020-06-30,OPEN,347.66,500,0,3576.21
-8005024557543358549,2020-06-30,OPEN,469.84,500,0,300.38
7908166846920171414,2020-06-30,OPEN,71.79,500,0,2938.79
3466714889520662200,2020-06-30,OPEN,499.98,500,0,246.48
-2242518415560404346,2020-06-30,OPEN,445.76,500,0,243.79
-4045233419005761995,2020-06-30,OPEN,499.99,500,0,558
3186416468711350189,2020-06-30,OPEN,329.87,500,0,85
3678080941181717348,2020-06-30,OPEN,368.16,500,0,18.32
-3957447469096108079,2020-06-30,OPEN,282.46,500,0,1196.43
-159931650599513894,2020-06-30,OPEN,496.51,500,0,13.7
-3024256586574066114,2020-06-30,OPEN,282.63,500,0,683.59
4159801064874560535,2020-06-30,OPEN,301.32,500,0,3117.47
-6972761603058009517,2020-06-30,OPEN,453.69,500,0,555.32
-1568261812691057267,2020-06-30,OPEN,486.59,500,0,949.08
4865941382477125580,2020-06-30,OPEN,377.92,500,0,130.76
544606959687406474,2020-06-30,OPEN,422.1,500,0,1402.42
5497988894874737180,2020-06-30,OPEN,113.1,500,0,280.7
7822251477068640660,2020-06-30,OPEN,491.04,500,0,845.38
904289588952462341,2020-06-30,OPEN,499.48,500,0,14.15
-3794972672115919892,2020-06-30,OPEN,492.5,500,0,13.58
46951069725363932,2020-06-30,OPEN,490.04,500,0,247.25
7406515209562195483,2020-06-30,OPEN,433,500,0,920.68
4006715367626901278,2020-06-30,OPEN,485.35,500,0,320.17
-3784082190093498678,2020-06-30,OPEN,326.29,500,0,746.68
-6290952220477612874,2020-06-30,OPEN,440.39,500,0,13.97
-4283090140646520254,2020-06-30,OPEN,86.92,500,0,559.3
2257790571987970040,2020-06-30,OPEN,189.82,500,0,2295.86
-518873470466089824,2020-06-30,OPEN,444.55,500,0,71.95
6718423273361313955,2020-06-30,OPEN,37.99,500,0,387.78
-9166770889060295113,2020-06-30,OPEN,241.37,500,0,1047.2
-7056589251973022369,2020-06-30,OPEN,500,500,0,31.29
-4847432492589511993,2020-06-30,OPEN,157.15,500,0,197.05
-6372821270914955113,2020-06-30,OPEN,492.7,500,0,435.8
-1372898670366458480,2020-06-30,OPEN,239.41,500,0,1474.95
8147008799771590981,2020-06-30,OPEN,496.19,500,0,14.09
2608500641102938976,2020-06-30,OPEN,484.33,500,0,14.13
-7628620727918869336,2020-06-30,OPEN,218.46,500,0,1074.99
2588666888786285530,2020-06-30,OPEN,157.2,500,0,5.21
-8287883507939338965,2020-06-30,OPEN,405.38,500,0,1894.62
-2737371081522879744,2020-06-30,OPEN,498.36,500,0,25.22
-3346079962269982455,2020-06-30,OPEN,433.53,500,0,72.75
8935733014667846403,2020-06-30,OPEN,46.83,500,0,590.5
4361306484335496495,2020-06-30,OPEN,364.84,500,0,2631.04
-8718181531204863443,2020-06-30,OPEN,484.95,500,0,514.16
-1507938101733570112,2020-06-30,OPEN,465,500,0,238.5
7427345897813542825,2020-06-30,OPEN,484.81,500,0,25.53
-678967624359391429,2020-06-30,OPEN,499.08,500,0,20.69
-6884091750529078515,2020-06-30,OPEN,480.23,500,0,5513.66
1569573567896187561,2020-06-30,OPEN,60.58,500,0,307.28
-5456122594355948299,2020-06-30,OPEN,346.49,500,0,1059.8
6338100220502367835,2020-06-30,OPEN,388.87,500,0,341.3
4751111587490572210,2020-06-30,OPEN,189.45,500,0,9.28
6453825950361626337,2020-06-30,OPEN,499.86,500,0,88.3
7984421663531871069,2020-06-30,OPEN,94.73,500,0,1252.46
2587956597688948667,2020-06-30,OPEN,171.77,500,0,601.18
-7821993955485159598,2020-06-30,OPEN,71.2,500,0,2220.21
-8235702163795162172,2020-06-30,OPEN,489.66,500,0,753.31
5162089737927653526,2020-06-30,OPEN,497.86,500,0,14.31
3541293449537330944,2020-06-30,OPEN,219.5,500,0,59.5
3188822157474871673,2020-06-30,OPEN,226.07,500,0,1662.63
5738165240998025042,2020-06-30,OPEN,449.86,500,0,134.01
-6461467321287756566,2020-06-30,OPEN,491.99,500,0,127.74
-4190832303010390894,2020-06-30,OPEN,475.21,500,0,141.69
-5464622734133270010,2020-06-30,OPEN,437.02,500,0,1322.66
-8198686015076499919,2020-06-30,OPEN,500,500,0,204.23
-5235043084681982978,2020-06-30,OPEN,44.85,500,0,173.17
5111868865387047073,2020-06-30,OPEN,499.98,500,0,55.08
9195079050387218043,2020-06-30,OPEN,254.39,500,0,1510.61
3002507674222488613,2020-06-30,OPEN,485.44,500,0,2166.32
-4051938938664393582,2020-06-30,OPEN,426.11,500,0,11.75
4027474344430461543,2020-06-30,OPEN,466.28,500,0,48.28
1130586232195882885,2020-06-30,OPEN,378.06,500,0,3959.48
-1199676204669206934,2020-06-30,OPEN,483.25,500,0,14.06
-636621958437653186,2020-06-30,OPEN,499.78,500,0,48.68
1001704524937931737,2020-06-30,OPEN,430.25,500,0,759.31
125416109849164926,2020-06-30,OPEN,498.38,500,0,69.08
-3864801999279540588,2020-06-30,OPEN,473.61,500,0,1824.35
-8643587969106086121,2020-06-30,OPEN,44.78,500,0,659.12
-2742104807332779515,2020-06-30,OPEN,499.54,500,0,124.22
324268735665807823,2020-06-30,OPEN,418.9,500,0,603.47
3511221856198913886,2020-06-30,OPEN,452.3,500,0,1051.76
1365422662127244496,2020-06-30,OPEN,492.9,500,0,14.42
-3439652365284192094,2020-06-30,OPEN,424.39,500,0,1740.74
5454852212311458797,2020-06-30,OPEN,475.52,500,0,93.25
-8298148318075398311,2020-06-30,OPEN,139.05,500,0,69.02
2480167706620690446,2020-06-30,OPEN,470.79,500,0,201.35
-1574922728225852725,2020-06-30,OPEN,499.11,500,0,14.15
-7015848320820828305,2020-06-30,OPEN,91.45,500,0,1824.86
7031497441186760869,2020-06-30,OPEN,399.93,500,0,100.51
-6762547877064607628,2020-06-30,OPEN,379.8,500,0,51.67
4463435033294626075,2020-06-30,OPEN,494.47,500,0,6393.06
6923666344459075017,2020-06-30,OPEN,466.13,500,0,6979.12
1371726037917630840,2020-06-30,OPEN,497.41,500,0,12.88
3025493528532870931,2020-06-30,OPEN,113.9,500,0,756.33
-1165159322609662202,2020-06-30,OPEN,500,500,0,10.83
4191306063011577276,2020-06-30,OPEN,441.41,500,0,12.84
1287648782793462552,2020-06-30,OPEN,466.94,500,0,327.1
469609401088123391,2020-06-30,OPEN,409.19,500,0,597.34
-1465600773068113725,2020-06-30,OPEN,479.18,500,0,83.57
-5428654837292721827,2020-06-30,OPEN,419.84,500,0,213.8
-2118149142301124101,2020-06-30,OPEN,482.83,500,0,14.1
-4940629343279523915,2020-06-30,OPEN,128.5,500,0,462.03
-5159511015262856694,2020-06-30,OPEN,371.49,500,0,5568.74
680011410261179509,2020-06-30,OPEN,497.35,500,0,541.45
4686314698223430563,2020-06-30,OPEN,468.3,500,0,27.15
-8953880200419700965,2020-06-30,OPEN,459.04,500,0,64.97
2235617996580913707,2020-06-30,OPEN,484.84,500,0,572.39
-5384872047900566004,2020-06-30,OPEN,486.02,500,0,27.59
-3675013076963310724,2020-06-30,OPEN,492.1,500,0,15607.01
-8212060201515925565,2020-06-30,OPEN,76.33,500,0,83.82
-4908144385740433717,2020-06-30,OPEN,457.98,500,0,13.99
-5871494560263872628,2020-06-30,OPEN,477.27,500,0,854.33
9180973515758588943,2020-06-30,OPEN,499.14,500,0,105.16
-7261962997129819423,2020-06-30,OPEN,343.26,500,0,1815.45
791799532302165084,2020-06-30,OPEN,481.12,500,0,27.15
-4756514364991663425,2020-06-30,OPEN,422.52,500,0,1183.66
4878274784156381493,2020-06-30,OPEN,46.97,500,0,627.54
-5546228345962949338,2020-06-30,OPEN,467.59,500,0,38.87
-2754786498963166371,2020-06-30,OPEN,484.27,500,0,290.86
-4709669140895979197,2020-06-30,OPEN,488.91,500,0,17.09
8667062612073065404,2020-06-30,OPEN,421.14,500,0,235.24
7749569296550787693,2020-06-30,OPEN,154.76,500,0,1082.02
6095548198555167297,2020-06-30,OPEN,449.5,500,0,1821.12
-3051392166647596869,2020-06-30,OPEN,426.88,500,0,2645.39
8528682907602379292,2020-06-30,OPEN,439.04,500,0,61.01
-390052544278789323,2020-06-30,OPEN,484.06,500,0,14.06
7503498355749613628,2020-06-30,OPEN,51.68,500,0,226.48
-3100368578420589395,2020-06-30,OPEN,489,500,0,125.26
2487295844118298360,2020-06-30,OPEN,66.06,500,0,403.38
-6726982424816319219,2020-06-30,OPEN,500,500,0,378.1
-2648824735469152798,2020-06-30,OPEN,349.59,500,0,846.87
6561340298621397645,2020-06-30,OPEN,452.82,500,0,2598.1
358277466506915965,2020-06-30,OPEN,281.17,500,0,13.27
8399626626687893639,2020-06-30,OPEN,481.16,500,0,13.27
7052367813344692383,2020-06-30,OPEN,205.57,500,0,537.21
6293718236205197817,2020-06-30,OPEN,312.18,500,0,1952.77
-8630447075952648386,2020-06-30,OPEN,478.12,500,0,70.58
2828534150558048709,2020-06-30,OPEN,485.69,500,0,21.46
-716033560049350713,2020-06-30,OPEN,482.3,500,0,1505.46
-6294444185416058994,2020-06-30,OPEN,241.18,500,0,6943.53
-1503856496988129626,2020-06-30,OPEN,478.29,500,0,774.39
-2555849402471929148,2020-06-30,OPEN,495.35,500,0,670.75
-497999787931613212,2020-06-30,OPEN,277.72,500,0,1121.26
5370131747562615816,2020-06-30,OPEN,253,500,0,1513.65
-2854329574690109557,2020-06-30,OPEN,324.17,500,0,1143.44
1308973521338612506,2020-06-30,OPEN,337.91,500,0,497.43
6559009418958874119,2020-06-30,OPEN,231.17,500,0,1.84
8664829278938356393,2020-06-30,OPEN,438,500,0,73.3
-1687523978158177719,2020-06-30,OPEN,370.52,500,0,156.69
-1267660326909423036,2020-06-30,OPEN,499.89,500,0,123.65
-3375557551213093375,2020-06-30,OPEN,365.5,500,0,1546.77
6695809589321470703,2020-06-30,OPEN,344.82,500,0,10.97
-5967917455134382896,2020-06-30,OPEN,490.03,500,0,11.69
-7511915806509200610,2020-06-30,OPEN,475.3,500,0,35.74
5138195668133625641,2020-06-30,OPEN,499.02,500,0,264.38
1226228322492197128,2020-06-30,OPEN,488.38,500,0,13.56
6332606997149672489,2020-06-30,OPEN,76.53,500,0,75.7
4454942563798696475,2020-06-30,OPEN,490.07,500,0,268.39
-8800840812780664105,2020-06-30,OPEN,485.86,500,0,13.98
1423132048049278818,2020-06-30,OPEN,491.11,500,0,3975.82
691257507760102094,2020-06-30,OPEN,203.1,500,0,249.79
-257143939300280999,2020-06-30,OPEN,494.05,500,0,517.09
3136201049580986306,2020-06-30,OPEN,505.01,500,0,269.26
3418388780522256566,2020-06-30,OPEN,37.56,500,0,1070.13
-2422360990789037652,2020-06-30,OPEN,495.67,500,0,4509.33
8142344129811861815,2020-06-30,OPEN,33.18,500,0,30.61
7748683974214464675,2020-06-30,OPEN,294.99,500,0,9.22
1918011697378628398,2020-06-30,OPEN,210.85,500,0,651.02
-6377144876917578365,2020-06-30,OPEN,385.87,500,0,710.78
1761764761998954063,2020-06-30,OPEN,104.96,500,0,147.22
-5915003834273390903,2020-06-30,OPEN,475.02,500,0,63.63
-4404417083468496039,2020-06-30,OPEN,137.18,500,0,114.27
-896798382146888950,2020-06-30,OPEN,479.04,500,0,42.06
5185183056883418847,2020-06-30,OPEN,482.77,500,0,14.13
-8428961000211358563,2020-06-30,OPEN,479.92,500,0,841.41
7658589511339514514,2020-06-30,OPEN,431.57,500,0,797.52
3140592100262143686,2020-06-30,OPEN,144.72,500,0,496.12
7291713617715288057,2020-06-30,OPEN,368.57,500,0,484.86
1533895792662799691,2020-06-30,OPEN,496.12,500,0,39.61
6605557185850153119,2020-06-30,OPEN,500,500,0,560
7416904350949901447,2020-06-30,OPEN,292.5,500,0,2753.72
6759434947792958643,2020-06-30,OPEN,442.96,500,0,843.91
4990741805307945806,2020-06-30,OPEN,425.05,500,0,402.36
-5750356375992053811,2020-06-30,OPEN,499.07,500,0,4179.18
5157784743363297549,2020-06-30,OPEN,478.01,500,0,9574.85
-3535004484296704549,2020-06-30,OPEN,486.05,500,0,520.09
5473276502813199717,2020-06-30,OPEN,430.23,500,0,3906.02
484027750674641208,2020-06-30,OPEN,492.9,500,0,22.23
-2755464674350741537,2020-06-30,OPEN,499.26,500,0,14.27
-3676400657178518950,2020-06-30,OPEN,105.36,500,0,508.5
-7371585871055888128,2020-06-30,OPEN,216.6,500,0,1082.93
8036165590520108735,2020-06-30,OPEN,499.76,500,0,13.79
-725150023499277422,2020-06-30,OPEN,104.46,500,0,8706.64
4227096429721194996,2020-06-30,OPEN,235.13,500,0,6.89
5190571137641242706,2020-06-30,OPEN,449.38,500,0,1324.3
6490869983441518261,2020-06-30,OPEN,499.41,500,0,80.26
1658880928931768261,2020-06-30,OPEN,499.81,500,0,29.01
-2494194154794780528,2020-06-30,OPEN,335.21,500,0,4476.75
6670314192075897967,2020-06-30,OPEN,484.76,500,0,811.88
2736857351949816738,2020-06-30,OPEN,472.42,500,0,13.03
7095075980909033611,2020-06-30,OPEN,499.77,500,0,1071.82
7553187510499693808,2020-06-30,OPEN,485,500,0,90.68
-4251520252394619900,2020-06-30,OPEN,489.8,500,0,853
7554726965278512411,2020-06-30,OPEN,145.21,500,0,809.5
2106104651527089104,2020-06-30,OPEN,496.7,500,0,4034.05
249366083648299083,2020-06-30,OPEN,433.47,500,0,17.37
3540636828289982226,2020-06-30,OPEN,482.97,500,0,361.51
-4714797327949192233,2020-06-30,OPEN,116.98,500,0,2436.28
-7106057918343445482,2020-06-30,OPEN,333.91,500,0,886.35
